host_id,nmdc_biosample_id,metagenome_accession,metabolomics_id,soil_pH,soil_NH4,soil_NO3,soil_total_C,soil_total_N,keep_for_analysis,notes,gold_project_id,metabolomics_present,metabolomics_run_count,cohort_status,Field Sample ID,chem__LBC (mg/kg CaCO3/pH dry weight),chem__LBCeq (mg/kg CaCO3/pH dry weight),chem__pH,chem__Ca (Mehlich 1 mg/kg dry weight),chem__K (Mehlich 1 mg/kg dry weight),chem__Mg (Mehlich 1 mg/kg dry weight),chem__Mn (Mehlich 1 mg/kg dry weight),chem__P (Mehlich 1 mg/kg dry weight),chem__Zn (Mehlich 1 mg/kg dry weight),chem__NH4-N (mg/kg dry weight),chem__NO2-N (mg/kg dry weight),chem__NO3-N (mg/kg dry weight),chem__C (%),chem__N (%),denit__Technical Replicate,denit__Rate (microgN/kilogram dry weight soil/day),moist__Replicate 1 Mass Water / Mass Dry Soil %,moist__Replicate 2 Mass Water / Mass Dry Soil %,moist__Replicate 3 Mass Water / Mass Dry Soil %,nitrif__Technical Replicate,nitrif__Rate (mg NO3-N/kilogram dry weight soil/day),psize__Soil Sand Content %,psize__Soil Clay Content %,psize__Soil Silt Content %,soil_match
BESC-845-Co1_24_3,nmdc:bsm-11-wpye0n32,SRX21791417,nmdc:dgms-12-w7s78752;nmdc:dgms-12-4s8d7y49;nmdc:dgms-12-tetp1d35;nmdc:dgms-12-n8sdc015,6.6,3.6545,1.111,2.163,0.4,yes,from_supp_table1,Gp0566818,yes,4,ready,BESC-845-Co1_24_3,677.0,1963.3,6.6,2435.54,210.143,502.549,29.6194,112.004,4.0575,3.6545,<0.21,1.111,2.163,0.4,1.0,11.79111902,4.175365345,5.473684211,4.158004158,2.0,0.95766875,19.93584999,39.35356526,40.71058475,yes
BESC-847-Co3_9_34,nmdc:bsm-11-jrahe581,SRX21791425,nmdc:dgms-12-q6w7dq62;nmdc:dgms-12-h71f7227;nmdc:dgms-12-9atbm875;nmdc:dgms-12-nn6n0d27,6.55,3.358,1.5495,1.921,0.111,yes,from_supp_table1,Gp0566826,yes,4,ready,BESC-847-Co3_9_34,630.0,1827.0,6.55,2534.64,200.771,469.339,21.5092,90.0195,2.5555,3.358,<0.20,1.5495,1.921,0.111,1.0,11.86025743,10.86474501,10.39823009,10.13215859,1.0,1.059898647,21.21137206,42.94190358,35.84672435,yes
GW-11047-CL2_41_30,nmdc:bsm-11-kff3y587,SRX21791426,nmdc:dgms-12-bsmnka97;nmdc:dgms-12-zp09yx22;nmdc:dgms-12-wnd91f58;nmdc:dgms-12-2rbts353,5.05,7.2955,17.694,3.046,0.281,yes,from_supp_table1,Gp0566841,yes,4,ready,GW-11047-CL2_41_30,1180.0,3422.0,5.05,2125.17,280.278,347.818,48.6819,25.564,5.4467,7.2955,<0.20,17.694,3.046,0.281,1.0,31.66446271,28.3887468,27.80612245,27.73536896,2.0,3.374237836,48.47129008,10.51454139,41.01416853,yes
GW-4579-CL1_25_23,nmdc:bsm-11-wj8zqj74,SRX21791427,nmdc:dgms-12-61mfp146;nmdc:dgms-12-83v79x47;nmdc:dgms-12-q4rkq248;nmdc:dgms-12-qamt3f83,5.63,15.59,21.7185,4.409,0.318,yes,from_supp_table1,Gp0566842,yes,4,ready,GW-4579-CL1_25_23,945.0,2740.5,5.63,2257.22,225.714,395.375,38.9692,20.9366,6.5758,15.59,<0.20,21.7185,4.409,0.318,,,36.61202186,34.13978495,35.77235772,2.0,6.642065823,29.79885771,5.984603924,64.21653837,yes
BESC-904-CL2_57_20,nmdc:bsm-11-nvgcpg87,SRX21791428,nmdc:dgms-12-ekn2px03;nmdc:dgms-12-rshs7j08;nmdc:dgms-12-ercat453;nmdc:dgms-12-78kkw397,5.05,14.706,15.503,7.437,0.546,yes,from_supp_table1,Gp0566833,yes,4,ready,BESC-904-CL2_57_20,1425.0,4132.5,5.05,1923.65,134.845,404.205,32.9005,22.4911,6.2737,14.706,<0.20,15.503,7.437,0.546,1.0,293.830712,31.57894737,31.49606299,30.72916667,2.0,10.53317543,33.03156349,13.13922192,53.82921458,yes
BESC-56-Co1_22_4,nmdc:bsm-11-90vp2x95,SRX21791429,nmdc:dgms-12-qc9yv426;nmdc:dgms-12-7drgf177;nmdc:dgms-12-xh28w552;nmdc:dgms-12-xyy0p307,,,,,,yes,from_supp_table1,Gp0566807,yes,4,ready,BESC-56-Co1_22_4,,,,,,,,,,,,,,,,,,,,,,13.8667992,51.34194831,34.79125249,yes
BESC-388-Co3_8_57,nmdc:bsm-11-4htstp40,SRX21791430,nmdc:dgms-12-bmc8cx51;nmdc:dgms-12-8xhkk393;nmdc:dgms-12-6x8r8e02;nmdc:dgms-12-wjs4ey83,6.76,4.193,<0.20,2.971,0.195,yes,from_supp_table1,Gp0566803,yes,4,ready,BESC-388-Co3_8_57,784.0,2273.6,6.76,2749.71,240.767,519.957,36.5312,56.3999,5.1577,4.193,<0.20,<0.20,2.971,0.195,1.0,102.6126895,12.58426966,12.38738739,13.37868481,1.0,1.65965049,21.04484968,45.6875308,33.26761952,yes
BESC-448-CL1_35_3,nmdc:bsm-11-spzb5g89,SRX21791431,nmdc:dgms-12-kcx1eb23;nmdc:dgms-12-ae8qxt55;nmdc:dgms-12-3pgx1e16;nmdc:dgms-12-jphr1s64,5.03,14.099,5.7905,8.654,0.619,yes,from_supp_table1,Gp0566804,yes,4,ready,BESC-448-CL1_35_3,1503.0,4358.7,5.03,2059.81,192.34,356.661,26.1871,24.3114,4.9097,14.099,<0.20,5.7905,8.654,0.619,1.0,65.79865524,38.22714681,36.51226158,37.46556474,1.0,4.395738009,31.43697891,14.61500736,53.94801373,yes
GW-4579-Co2_44_8,nmdc:bsm-11-6pr72x09,SRX21791432,nmdc:dgms-12-1yn28y98;nmdc:dgms-12-d49jr802;nmdc:dgms-12-01ssjv33;nmdc:dgms-12-ngxzqk35,6.37,3.9165,2.0535,2.369,0.374,yes,from_supp_table1,Gp0566845,yes,4,ready,GW-4579-Co2_44_8,652.0,1890.8,6.37,2449.89,255.944,450.242,26.1187,102.823,4.4023,3.9165,<0.20,2.0535,2.369,0.374,1.0,9.968578683,6.837606838,8.008658009,6.808510638,2.0,0.829540403,18.08219178,53.72353674,28.19427148,yes
BESC-86-CL2_69_17,nmdc:bsm-11-7bbm7795,SRX21791433,nmdc:dgms-12-nhgse529;nmdc:dgms-12-dphg2k88;nmdc:dgms-12-m1xn4g66;nmdc:dgms-12-s2mc1z32,6.76,2.5755,0.407,1.52,0.416,yes,from_supp_table1,Gp0566827,yes,4,ready,BESC-86-CL2_69_17,480.0,1392.0,6.76,2127.44,210.536,436.017,33.3969,110.758,3.4735,2.5755,<0.20,0.407,1.52,0.416,1.0,358.4111856,43.71428571,41.35977337,30.62827225,1.0,11.34820974,14.94309748,62.79069767,22.26620485,yes
BESC-904-Co2_51_17,nmdc:bsm-11-9rcfa470,SRX21791434,,6.9,1.5535,0.832,0.745,0.295,yes,from_supp_table1,Gp0566836,,0,check,BESC-904-Co2_51_17,368.0,1067.2,6.9,1921.28,346.753,405.766,14.3655,123.234,1.4905,1.5535,<0.20,0.832,0.745,0.295,1.0,0.965857232,7.036247335,8.008658009,7.77537797,2.0,0.422045441,15.16209476,68.17955112,16.65835411,yes
GW-11047-CL1_23_5,nmdc:bsm-11-wdfz5578,SRX21791435,nmdc:dgms-12-scdw9087;nmdc:dgms-12-701ama19;nmdc:dgms-12-nt6pt131;nmdc:dgms-12-zw9rsp23,5.21,12.8545,13.422,6.191,0.408,yes,from_supp_table1,Gp0566840,yes,4,ready,GW-11047-CL1_23_5,1690.0,4901.0,5.21,1911.85,316.155,345.542,27.2552,17.2953,4.8509,12.8545,<0.20,13.422,6.191,0.408,1.0,138.4195055,39.16666667,36.04336043,35.13513514,2.0,3.838363508,31.04818679,11.82314953,57.12866369,yes
BESC-56-Co3_6_53,nmdc:bsm-11-sqpv6146,SRX21791436,nmdc:dgms-12-225sk193;nmdc:dgms-12-rvza0004;nmdc:dgms-12-wejrqr56;nmdc:dgms-12-dqn81j32,,,,,,yes,from_supp_table1,Gp0566809,yes,4,ready,BESC-56-Co3_6_53,,,,,,,,,,,,,,,,,,,,,,17.4386921,30.54248204,52.01882586,yes
BESC-904-Co1_5_9,nmdc:bsm-11-cd09p052,SRX21791437,nmdc:dgms-12-y13bvv41;nmdc:dgms-12-k0t1sh70;nmdc:dgms-12-4hcsm896;nmdc:dgms-12-ffarqa55,6.7,3.517,1.3175,2.801,0.316,yes,from_supp_table1,Gp0566835,yes,4,ready,BESC-904-Co1_5_9,696.0,2018.4,6.7,2720.05,362.021,477.527,28.0189,97.622,4.6939,3.517,<0.20,1.3175,2.801,0.316,1.0,57.59394219,6.396588486,7.75862069,7.543103448,1.0,1.186450291,17.90382244,46.78175092,35.31442663,yes
BESC-388-CL2_50_4,nmdc:bsm-11-nn5snj10,SRX21791438,nmdc:dgms-12-sr7a8a07;nmdc:dgms-12-t47m4r65;nmdc:dgms-12-dddj1b24;nmdc:dgms-12-60863n19,4.93,15.591,29.0125,8.679,0.71,yes,from_supp_table1,Gp0566799,yes,4,ready,BESC-388-CL2_50_4,1566.0,4541.4,4.93,2224.63,118.102,314.93,42.6146,28.1263,8.3138,15.591,<0.20,29.0125,8.679,0.71,1.0,116.4714185,39.38547486,39.16666667,38.99721448,1.0,5.226302711,29.09896603,24.12604628,46.77498769,yes
BESC-351-CL1_27_10,nmdc:bsm-11-ce1sg012,SRX21791439,nmdc:dgms-12-g55p8v35;nmdc:dgms-12-mvxeba78;nmdc:dgms-12-rfcgsp24;nmdc:dgms-12-964kxb88,5.06,12.638,15.752,5.791,0.421,yes,from_supp_table1,Gp0566788,yes,4,ready,BESC-351-CL1_27_10,1407.0,4080.3,5.06,1988.48,268.979,321.64,29.052,19.4463,5.7829,12.638,<0.20,15.752,5.791,0.421,1.0,120.055508,33.15649867,27.87723785,32.10526316,2.0,4.174026383,32.7680798,6.134663342,61.09725686,yes
BESC-866-Co2_58_19,nmdc:bsm-11-tzp7r259,SRX21791440,nmdc:dgms-12-sf45r669;nmdc:dgms-12-jhpm6f40;nmdc:dgms-12-5ty4p945;nmdc:dgms-12-ft0mqg44,4.95,16.2875,16.3555,8.515,0.613,yes,from_supp_table1,Gp0566831,yes,4,ready,BESC-866-Co2_58_19,1471.0,4265.9,4.95,2188.04,87.2653,359.242,39.5279,24.8311,7.5452,16.2875,<0.20,16.3555,8.515,0.613,1.0,6.246259056,6.852248394,7.280513919,7.066381156,2.0,-1.150544409,26.17148554,23.9780658,49.85044865,yes
BESC-360-CL2_44_14,nmdc:bsm-11-adzwqg44,SRX21791441,nmdc:dgms-12-8et6y647;nmdc:dgms-12-zqsa6v10;nmdc:dgms-12-wc9p1b44;nmdc:dgms-12-agz58160,5.05,11.2045,12.703,5.674,0.48,yes,from_supp_table1,Gp0566794,yes,4,ready,BESC-360-CL2_44_14,1407.0,4080.3,5.05,2293.48,143.954,379.192,30.2824,20.4676,5.1832,11.2045,<0.20,12.703,5.674,0.48,1.0,143.7391205,25.69269521,31.92612137,32.6259947,1.0,4.045757983,31.28712871,9.306930693,59.40594059,yes
BESC-448-CL3_88_32,nmdc:bsm-11-vcna9q80,SRX21791442,nmdc:dgms-12-q6ay9h34;nmdc:dgms-12-k4bh1s40;nmdc:dgms-12-k2q6r664;nmdc:dgms-12-f4pacq15,5.46,9.211,18.875,5.621,0.439,yes,from_supp_table1,Gp0566805,yes,4,ready,BESC-448-CL3_88_32,1154.0,3346.6,5.46,2435.35,328.053,444.03,35.7355,36.8657,8.0582,9.211,<0.20,18.875,5.621,0.439,1.0,39.4212462,23.51485149,23.51485149,23.76237624,1.0,5.317244309,34.19099456,6.432459179,59.37654626,yes
BESC-56-Co2_51_16,nmdc:bsm-11-e9z5qp65,SRX21791443,nmdc:dgms-12-2c3ayz22;nmdc:dgms-12-h8r4ma15;nmdc:dgms-12-61qea943;nmdc:dgms-12-zb69jm74,,,,,,yes,from_supp_table1,Gp0566808,yes,4,ready,BESC-56-Co2_51_16,,,,,,,,,,,,,,,,,,,,,,12.54011355,61.5403604,25.91952604,yes
BESC-833-CL2_42_16,nmdc:bsm-11-fr4c9n11,SRX21791444,nmdc:dgms-12-wtweck64;nmdc:dgms-12-03ej2990;nmdc:dgms-12-0q1kw277;nmdc:dgms-12-h573m895,5.33,14.851,9.161,7.023,0.455,yes,from_supp_table1,Gp0566810,yes,4,ready,BESC-833-CL2_42_16,1326.0,3845.4,5.33,2603.97,122.144,438.159,40.7316,20.8722,8.1703,14.851,<0.20,9.161,7.023,0.455,1.0,574.9299714,39.77591036,40.33613445,39.27576602,1.0,4.063196629,33.68263473,11.42714571,54.89021956,yes
BESC-470-CL2_38_23,nmdc:bsm-11-1r59n445,SRX21791445,nmdc:dgms-12-kzzpr989;nmdc:dgms-12-jgypkm67;nmdc:dgms-12-f0txcp41;nmdc:dgms-12-m3zsay36,5.38,11.693,16.977,5.906,0.455,yes,from_supp_table1,Gp0566806,yes,4,ready,BESC-470-CL2_38_23,1452.0,4210.8,5.38,2568.36,233.882,401.36,53.8359,29.7246,8.171,11.693,<0.20,16.977,5.906,0.455,,,28.46153846,22.05882353,25.0,2.0,5.730905863,27.9437176,9.108862009,62.94742039,yes
BESC-905-CL1_32_20,nmdc:bsm-11-8eypa967,SRX21791446,nmdc:dgms-12-396cs202;nmdc:dgms-12-d6jx2w43;nmdc:dgms-12-59k28b61;nmdc:dgms-12-mbjgmn06,5.0,10.427,10.251,5.093,0.417,yes,from_supp_table1,Gp0566838,yes,4,ready,BESC-905-CL1_32_20,1048.0,3039.2,5.0,2032.06,268.098,305.976,43.5453,25.3928,4.2006,10.427,<0.20,10.251,5.093,0.417,1.0,13.56967259,27.87723785,26.01010101,26.01010101,1.0,4.009341384,30.7503075,12.66912669,56.58056581,yes
BESC-388-Co1_32_7,nmdc:bsm-11-45z1kv27,SRX21791447,nmdc:dgms-12-gz179t39;nmdc:dgms-12-40rnb064;nmdc:dgms-12-8acz7d22;nmdc:dgms-12-wdn7jw63,6.55,3.5615,1.928,2.135,0.374,yes,from_supp_table1,Gp0566801,yes,4,ready,BESC-388-Co1_32_7,624.0,1809.6,6.55,2397.08,300.262,460.744,29.5902,109.603,4.0,3.5615,<0.21,1.928,2.135,0.374,1.0,21.48761446,8.932461874,9.150326797,10.13215859,1.0,0.851174912,23.20709395,14.40824489,62.38466116,yes
BESC-360-Co2_62_25,nmdc:bsm-11-4yy9a239,SRX21791448,nmdc:dgms-12-fbjgc419;nmdc:dgms-12-7v3h2z75;nmdc:dgms-12-wx5h3t95;nmdc:dgms-12-hrydbw82,6.72,8.3015,1.403,2.344,0.433,yes,from_supp_table1,Gp0566796,yes,4,ready,BESC-360-Co2_62_25,499.0,1447.1,6.72,2331.84,251.476,397.536,23.085,119.226,6.7812,8.3015,<0.21,1.403,2.344,0.433,1.0,26.70074928,7.510729614,6.595744681,6.609808102,2.0,0.300526475,13.69661267,74.03043692,12.27295042,yes
BESC-847-Co1_12_9,nmdc:bsm-11-qyx7qs76,SRX21791449,nmdc:dgms-12-89n1sy18;nmdc:dgms-12-4a9trx33;nmdc:dgms-12-2zvyy933;nmdc:dgms-12-j8qygy56,6.54,2.7645,4.8475,1.765,0.3,yes,from_supp_table1,Gp0566824,yes,4,ready,BESC-847-Co1_12_9,539.0,1563.1,6.54,2322.55,206.227,440.421,21.3753,117.852,2.8677,2.7645,<0.20,4.8475,1.765,0.3,1.0,6.461780128,7.974137931,9.190371991,6.382978723,1.0,0.983508402,18.04623415,50.08699975,31.86676609,yes
BESC-866-CL3_75_7,nmdc:bsm-11-7n6p8d80,SRX21791450,nmdc:dgms-12-mmt1c336;nmdc:dgms-12-6xc03q97;nmdc:dgms-12-knxfj346;nmdc:dgms-12-d1y25s26,5.16,11.0295,13.514,6.669,0.491,yes,from_supp_table1,Gp0566829,yes,4,ready,BESC-866-CL3_75_7,1629.0,4724.1,5.16,2214.14,157.254,459.533,31.4614,18.346,5.2926,11.0295,<0.20,13.514,6.669,0.491,1.0,85.17177068,30.28720627,27.48091603,33.78016086,2.0,4.801099814,31.88619083,10.47338729,57.64042188,yes
BESC-351-Co3_11_46,nmdc:bsm-11-z1r5gy96,SRX21791451,nmdc:dgms-12-333syq15;nmdc:dgms-12-4nepg056;nmdc:dgms-12-8984sv03;nmdc:dgms-12-rwzsqj47,6.48,4.4525,0.4225,2.239,0.151,yes,from_supp_table1,Gp0566793,yes,4,ready,BESC-351-Co3_11_46,690.0,2001.0,6.48,2431.98,138.724,509.653,32.3007,77.2296,2.8379,4.4525,<0.20,0.4225,2.239,0.151,1.0,30.54910649,10.81677704,10.37527594,10.59602649,2.0,1.367414176,18.61036091,42.10655536,39.28308372,yes
GW-4579-CL2_50_20,nmdc:bsm-11-6y2dt532,SRX21791452,nmdc:dgms-12-20rn3432;nmdc:dgms-12-atck6f34;nmdc:dgms-12-b1hs1y29;nmdc:dgms-12-tgb21528,5.11,13.491,23.581,7.647,0.578,yes,from_supp_table1,Gp0566843,yes,4,ready,GW-4579-CL2_50_20,1364.0,3955.6,5.11,2038.63,105.809,387.456,39.464,23.2147,6.2449,13.491,<0.20,23.581,7.647,0.578,1.0,335.4903999,45.0867052,48.21428571,46.90265487,2.0,12.77201764,34.18803419,12.42979243,53.38217338,yes
BESC-351-Co2_42_17,nmdc:bsm-11-hhb2g180,SRX21791453,nmdc:dgms-12-qwjjnx50;nmdc:dgms-12-0tzkn963;nmdc:dgms-12-j9x4wa87;nmdc:dgms-12-wzrmc686,6.81,2.329,2.804,1.801,0.326,yes,from_supp_table1,Gp0566792,yes,4,ready,BESC-351-Co2_42_17,577.0,1673.3,6.81,2320.83,489.767,458.94,20.1285,114.327,2.638,2.329,<0.21,2.804,1.801,0.326,1.0,13.36388139,8.207343413,8.008658009,8.441558442,2.0,1.026333202,21.20612951,47.89915966,30.89471083,yes
BESC-388-CL1_25_34,nmdc:bsm-11-9gmcv191,SRX21791454,nmdc:dgms-12-6dgwpv49;nmdc:dgms-12-yn0jb390;nmdc:dgms-12-1btfba25;nmdc:dgms-12-p6v9mn79,5.86,9.1955,20.428,3.578,0.296,yes,from_supp_table1,Gp0566798,yes,4,ready,BESC-388-CL1_25_34,880.0,2552.0,5.86,2571.42,233.794,437.842,45.54,32.6151,9.6995,9.1955,<0.19,20.428,3.578,0.296,1.0,47.69769947,27.55102041,24.75,26.26262626,2.0,4.793261834,26.11042945,10.08588957,63.80368098,yes
BESC-833-CL3_77_6,nmdc:bsm-11-at9sda86,SRX21791455,nmdc:dgms-12-rxj6w330;nmdc:dgms-12-8vhq1151;nmdc:dgms-12-bwa7h635;nmdc:dgms-12-76h2ws94,5.16,12.048,20.1785,6.268,0.446,yes,from_supp_table1,Gp0566811,yes,4,ready,BESC-833-CL3_77_6,1333.0,3865.7,5.16,2497.39,187.743,474.784,38.6439,31.98,8.1467,12.048,<0.20,20.1785,6.268,0.446,1.0,161.9084696,20.96385542,17.68867925,17.28971963,1.0,3.379957949,33.40757238,19.57436278,47.01806484,yes
BESC-904-CL3_91_3,nmdc:bsm-11-xgrda154,SRX21791456,nmdc:dgms-12-mrccwb37;nmdc:dgms-12-hcbhmy82;nmdc:dgms-12-gygyt534;nmdc:dgms-12-rzkdfz78,5.68,8.5,20.4215,4.1,0.303,yes,from_supp_table1,Gp0566834,yes,4,ready,BESC-904-CL3_91_3,1015.0,2943.5,5.68,2481.96,319.684,524.971,50.9719,34.5595,9.8175,8.5,<0.20,20.4215,4.1,0.303,1.0,181.5029421,14.94252874,12.92517007,16.27906977,2.0,3.24562547,28.22778596,7.95287187,63.81934217,yes
BESC-360-Co1_23_6,nmdc:bsm-11-k7v09098,SRX21791457,nmdc:dgms-12-f5trx844;nmdc:dgms-12-y3wnk778;nmdc:dgms-12-yhp0as28;nmdc:dgms-12-2t6e1v43,6.61,3.783,3.086,1.391,0.224,yes,from_supp_table1,Gp0566839,yes,4,ready,BESC-360-Co1_23_6,470.0,1363.0,6.61,2236.72,148.147,423.518,20.9377,113.594,2.3331,3.783,<0.20,3.086,1.391,0.224,1.0,11.63600509,7.52688172,7.725321888,8.658008658,2.0,1.057595162,17.55952381,42.31150794,40.12896825,yes
BESC-351-CL2_54_28,nmdc:bsm-11-s110fy15,SRX21791458,nmdc:dgms-12-8v6hrp98;nmdc:dgms-12-ydtnsf63;nmdc:dgms-12-ktkxmx79;nmdc:dgms-12-a12m3b82,5.14,9.5715,12.874,6.1,0.47,yes,from_supp_table1,Gp0566789,yes,4,ready,BESC-351-CL2_54_28,1228.0,3561.2,5.14,1841.93,113.561,331.5,34.8639,21.9252,5.2868,9.5715,<0.20,12.874,6.1,0.47,1.0,232.3952319,28.79177378,32.45382586,29.87012987,2.0,8.573275303,36.59085229,5.92351912,57.48562859,yes
GW-4579-Co3_14_51,nmdc:bsm-11-011z7z70,SRX21791459,nmdc:dgms-12-5gypda13;nmdc:dgms-12-vcw8ma56;nmdc:dgms-12-qa51dx90;nmdc:dgms-12-efm4kq03,6.62,5.5805,4.5255,2.53,0.173,yes,from_supp_table1,Gp0566846,yes,4,ready,GW-4579-Co3_14_51,810.0,2349.0,6.62,2631.36,203.92,557.714,30.7649,51.4213,3.1255,5.5805,<0.20,4.5255,2.53,0.173,1.0,35.26643924,13.8952164,14.38356164,14.38356164,2.0,2.503510572,23.13843078,33.5832084,43.27836082,yes
BESC-351-CL3_84_27,nmdc:bsm-11-zxvekh84,SRX21791460,nmdc:dgms-12-1zcj4871;nmdc:dgms-12-b25fyb02;nmdc:dgms-12-42rjjn70;nmdc:dgms-12-a45qrv65,5.48,8.988,10.5655,4.546,0.344,yes,from_supp_table1,Gp0566790,yes,4,ready,BESC-351-CL3_84_27,1194.0,3462.6,5.48,2431.98,203.463,453.022,47.7638,28.5338,8.435,8.988,<0.20,10.5655,4.546,0.344,1.0,271.2986724,17.05607477,21.95121951,26.19647355,2.0,3.740373809,28.89771599,6.554121152,64.54816286,yes
