host_id,nmdc_biosample_id,metagenome_accession,metabolomics_id,soil_pH,soil_NH4,soil_NO3,soil_total_C,soil_total_N,keep_for_analysis,notes,gold_project_id,metabolomics_present,metabolomics_run_count,cohort_status,soil_match,metagenomics_match,biosample_id_norm
BESC-56-Co2_51_16,nmdc:bsm-11-e9z5qp65,SRX21791443,nmdc:dgms-12-2c3ayz22;nmdc:dgms-12-h8r4ma15;nmdc:dgms-12-61qea943;nmdc:dgms-12-zb69jm74,,,nan,,,yes,from_supp_table1,Gp0566808,yes,4,ready,yes,yes,nmdc_bsm-11-e9z5qp65
BESC-833-CL2_42_16,nmdc:bsm-11-fr4c9n11,SRX21791444,nmdc:dgms-12-wtweck64;nmdc:dgms-12-03ej2990;nmdc:dgms-12-0q1kw277;nmdc:dgms-12-h573m895,5.33,14.851,9.161,7.023,0.455,yes,from_supp_table1,Gp0566810,yes,4,ready,yes,yes,nmdc_bsm-11-fr4c9n11
BESC-470-CL2_38_23,nmdc:bsm-11-1r59n445,SRX21791445,nmdc:dgms-12-kzzpr989;nmdc:dgms-12-jgypkm67;nmdc:dgms-12-f0txcp41;nmdc:dgms-12-m3zsay36,5.38,11.693,16.977,5.906,0.455,yes,from_supp_table1,Gp0566806,yes,4,ready,yes,yes,nmdc_bsm-11-1r59n445
BESC-905-CL1_32_20,nmdc:bsm-11-8eypa967,SRX21791446,nmdc:dgms-12-396cs202;nmdc:dgms-12-d6jx2w43;nmdc:dgms-12-59k28b61;nmdc:dgms-12-mbjgmn06,5.0,10.427,10.251,5.093,0.417,yes,from_supp_table1,Gp0566838,yes,4,ready,yes,yes,nmdc_bsm-11-8eypa967
BESC-388-Co1_32_7,nmdc:bsm-11-45z1kv27,SRX21791447,nmdc:dgms-12-gz179t39;nmdc:dgms-12-40rnb064;nmdc:dgms-12-8acz7d22;nmdc:dgms-12-wdn7jw63,6.55,3.5615,1.928,2.135,0.374,yes,from_supp_table1,Gp0566801,yes,4,ready,yes,yes,nmdc_bsm-11-45z1kv27
BESC-360-Co2_62_25,nmdc:bsm-11-4yy9a239,SRX21791448,nmdc:dgms-12-fbjgc419;nmdc:dgms-12-7v3h2z75;nmdc:dgms-12-wx5h3t95;nmdc:dgms-12-hrydbw82,6.72,8.3015,1.403,2.344,0.433,yes,from_supp_table1,Gp0566796,yes,4,ready,yes,yes,nmdc_bsm-11-4yy9a239
BESC-847-Co1_12_9,nmdc:bsm-11-qyx7qs76,SRX21791449,nmdc:dgms-12-89n1sy18;nmdc:dgms-12-4a9trx33;nmdc:dgms-12-2zvyy933;nmdc:dgms-12-j8qygy56,6.54,2.7645,4.8475,1.765,0.3,yes,from_supp_table1,Gp0566824,yes,4,ready,yes,yes,nmdc_bsm-11-qyx7qs76
BESC-866-CL3_75_7,nmdc:bsm-11-7n6p8d80,SRX21791450,nmdc:dgms-12-mmt1c336;nmdc:dgms-12-6xc03q97;nmdc:dgms-12-knxfj346;nmdc:dgms-12-d1y25s26,5.16,11.0295,13.514,6.669,0.491,yes,from_supp_table1,Gp0566829,yes,4,ready,yes,yes,nmdc_bsm-11-7n6p8d80
BESC-351-Co3_11_46,nmdc:bsm-11-z1r5gy96,SRX21791451,nmdc:dgms-12-333syq15;nmdc:dgms-12-4nepg056;nmdc:dgms-12-8984sv03;nmdc:dgms-12-rwzsqj47,6.48,4.4525,0.4225,2.239,0.151,yes,from_supp_table1,Gp0566793,yes,4,ready,yes,yes,nmdc_bsm-11-z1r5gy96
GW-4579-CL2_50_20,nmdc:bsm-11-6y2dt532,SRX21791452,nmdc:dgms-12-20rn3432;nmdc:dgms-12-atck6f34;nmdc:dgms-12-b1hs1y29;nmdc:dgms-12-tgb21528,5.11,13.491,23.581,7.647,0.578,yes,from_supp_table1,Gp0566843,yes,4,ready,yes,yes,nmdc_bsm-11-6y2dt532
BESC-351-Co2_42_17,nmdc:bsm-11-hhb2g180,SRX21791453,nmdc:dgms-12-qwjjnx50;nmdc:dgms-12-0tzkn963;nmdc:dgms-12-j9x4wa87;nmdc:dgms-12-wzrmc686,6.81,2.329,2.804,1.801,0.326,yes,from_supp_table1,Gp0566792,yes,4,ready,yes,yes,nmdc_bsm-11-hhb2g180
BESC-388-CL1_25_34,nmdc:bsm-11-9gmcv191,SRX21791454,nmdc:dgms-12-6dgwpv49;nmdc:dgms-12-yn0jb390;nmdc:dgms-12-1btfba25;nmdc:dgms-12-p6v9mn79,5.86,9.1955,20.428,3.578,0.296,yes,from_supp_table1,Gp0566798,yes,4,ready,yes,yes,nmdc_bsm-11-9gmcv191
BESC-833-CL3_77_6,nmdc:bsm-11-at9sda86,SRX21791455,nmdc:dgms-12-rxj6w330;nmdc:dgms-12-8vhq1151;nmdc:dgms-12-bwa7h635;nmdc:dgms-12-76h2ws94,5.16,12.048,20.1785,6.268,0.446,yes,from_supp_table1,Gp0566811,yes,4,ready,yes,yes,nmdc_bsm-11-at9sda86
BESC-904-CL3_91_3,nmdc:bsm-11-xgrda154,SRX21791456,nmdc:dgms-12-mrccwb37;nmdc:dgms-12-hcbhmy82;nmdc:dgms-12-gygyt534;nmdc:dgms-12-rzkdfz78,5.68,8.5,20.4215,4.1,0.303,yes,from_supp_table1,Gp0566834,yes,4,ready,yes,yes,nmdc_bsm-11-xgrda154
BESC-360-Co1_23_6,nmdc:bsm-11-k7v09098,SRX21791457,nmdc:dgms-12-f5trx844;nmdc:dgms-12-y3wnk778;nmdc:dgms-12-yhp0as28;nmdc:dgms-12-2t6e1v43,6.61,3.783,3.086,1.391,0.224,yes,from_supp_table1,Gp0566839,yes,4,ready,yes,yes,nmdc_bsm-11-k7v09098
BESC-351-CL2_54_28,nmdc:bsm-11-s110fy15,SRX21791458,nmdc:dgms-12-8v6hrp98;nmdc:dgms-12-ydtnsf63;nmdc:dgms-12-ktkxmx79;nmdc:dgms-12-a12m3b82,5.14,9.5715,12.874,6.1,0.47,yes,from_supp_table1,Gp0566789,yes,4,ready,yes,yes,nmdc_bsm-11-s110fy15
GW-4579-Co3_14_51,nmdc:bsm-11-011z7z70,SRX21791459,nmdc:dgms-12-5gypda13;nmdc:dgms-12-vcw8ma56;nmdc:dgms-12-qa51dx90;nmdc:dgms-12-efm4kq03,6.62,5.5805,4.5255,2.53,0.173,yes,from_supp_table1,Gp0566846,yes,4,ready,yes,yes,nmdc_bsm-11-011z7z70
BESC-351-CL3_84_27,nmdc:bsm-11-zxvekh84,SRX21791460,nmdc:dgms-12-1zcj4871;nmdc:dgms-12-b25fyb02;nmdc:dgms-12-42rjjn70;nmdc:dgms-12-a45qrv65,5.48,8.988,10.5655,4.546,0.344,yes,from_supp_table1,Gp0566790,yes,4,ready,yes,yes,nmdc_bsm-11-zxvekh84
BESC-351-Co1_10_3,nmdc:bsm-11-k7fkcz65,SRX21791461,nmdc:dgms-12-zpabfe74;nmdc:dgms-12-ba1e3n38;nmdc:dgms-12-w6yp8550;nmdc:dgms-12-9y4e2a54,6.61,3.556,5.8955,1.709,0.29,yes,from_supp_table1,Gp0566791,yes,4,ready,yes,yes,nmdc_bsm-11-k7fkcz65
BESC-360-CL3_72_12,nmdc:bsm-11-3zh6yy26,SRX21791462,nmdc:dgms-12-8s32rv59;nmdc:dgms-12-7bzf9y75;nmdc:dgms-12-gg0mrs10;nmdc:dgms-12-pv6ezq90,5.09,13.7945,11.0665,7.228,0.521,yes,from_supp_table1,Gp0566795,yes,4,ready,yes,yes,nmdc_bsm-11-3zh6yy26
BESC-904-Co3_16_51,nmdc:bsm-11-6zd5nb38,SRX21791463,nmdc:dgms-12-mdkt1n34;nmdc:dgms-12-8t0w9s23;nmdc:dgms-12-g91eme27;nmdc:dgms-12-fqhvcb80,6.72,4.446,2.935,1.968,0.131,yes,from_supp_table1,Gp0566837,yes,4,ready,yes,yes,nmdc_bsm-11-6zd5nb38
BESC-866-CL2_50_11,nmdc:bsm-11-7j0fnc87,SRX21791465,nmdc:dgms-12-sf09z976;nmdc:dgms-12-7by6x716;nmdc:dgms-12-n8gxkz52;nmdc:dgms-12-8k7z3692,6.73,3.6955,1.0625,1.869,0.118,yes,from_supp_table1,Gp0566828,yes,4,ready,yes,yes,nmdc_bsm-11-7j0fnc87
BESC-847-Co2_69_13,nmdc:bsm-11-67dmq694,SRX21791466,nmdc:dgms-12-gcexgj72;nmdc:dgms-12-z1bbtn11;nmdc:dgms-12-zz9whr83;nmdc:dgms-12-284jgp29,6.41,3.8565,0.542,0.697,0.261,yes,from_supp_table1,Gp0566825,yes,4,ready,yes,yes,nmdc_bsm-11-67dmq694
BESC-866-Co3_27_48,nmdc:bsm-11-kz54ep97,SRX21791467,nmdc:dgms-12-0cn1e577;nmdc:dgms-12-pgtqcq85;nmdc:dgms-12-y3fgqp48;nmdc:dgms-12-0wx6q987,6.66,3.4185,1.9945,1.25,0.261,yes,from_supp_table1,Gp0566832,yes,4,ready,yes,yes,nmdc_bsm-11-kz54ep97
BESC-360-Co3_13_34,nmdc:bsm-11-v85xpj21,SRX21791468,nmdc:dgms-12-jeamkr14;nmdc:dgms-12-84dazm97;nmdc:dgms-12-kh71tv67;nmdc:dgms-12-0rzfme52,6.84,4.09,<0.20,2.593,0.164,yes,from_supp_table1,Gp0566797,yes,4,ready,yes,yes,nmdc_bsm-11-v85xpj21
BESC-388-Co2_54_7,nmdc:bsm-11-05dve909,SRX21791469,nmdc:dgms-12-vm6fe330;nmdc:dgms-12-yvenm270;nmdc:dgms-12-fr4kcc71;nmdc:dgms-12-q4eayd67,6.48,0.0,0.463,1.743,0.327,yes,from_supp_table1,Gp0566802,yes,4,ready,yes,yes,nmdc_bsm-11-05dve909
BESC-866-Co1_10_5,nmdc:bsm-11-8wd4pp40,SRX21791470,nmdc:dgms-12-amham474;nmdc:dgms-12-q2hgkf52;nmdc:dgms-12-nzhew187;nmdc:dgms-12-mv7sx551,4.98,14.3565,15.816,7.678,0.577,yes,from_supp_table1,Gp0566830,yes,4,ready,yes,yes,nmdc_bsm-11-8wd4pp40
GW-4579-Co1_14_4,nmdc:bsm-11-kgjz0433,SRX21791471,nmdc:dgms-12-3gexqv96;nmdc:dgms-12-nqpre713;nmdc:dgms-12-pzz61763;nmdc:dgms-12-01kx7877,6.42,3.7375,1.8265,2.311,0.35,yes,from_supp_table1,Gp0566844,yes,4,ready,yes,yes,nmdc_bsm-11-kgjz0433
BESC-388-CL3_88_3,nmdc:bsm-11-4ep6tc76,SRX21791472,nmdc:dgms-12-aqkdnq71;nmdc:dgms-12-327a8c71;nmdc:dgms-12-y57jj675;nmdc:dgms-12-9wssqp09,5.07,10.677,18.1475,4.554,0.342,yes,from_supp_table1,Gp0566800,yes,4,ready,yes,yes,nmdc_bsm-11-4ep6tc76
BESC-133-CL2_62_7,nmdc:bsm-11-1fa0hs25,SRX21791482,nmdc:dgms-12-z2bq3j72;nmdc:dgms-12-zwy83398;nmdc:dgms-12-263ydk13;nmdc:dgms-12-dmkfrh34,5.21,17.49,28.0405,10.626,0.752,yes,from_supp_table1,Gp0566763,yes,4,ready,yes,yes,nmdc_bsm-11-1fa0hs25
BESC-845-CL1_31_22,nmdc:bsm-11-vv577p15,SRX21791483,nmdc:dgms-12-t5typf80;nmdc:dgms-12-fxdwz810;nmdc:dgms-12-hf7n9d77;nmdc:dgms-12-gt3h1m82,5.39,8.4845,15,4.252,0.34,yes,from_supp_table1,Gp0566815,yes,4,ready,yes,yes,nmdc_bsm-11-vv577p15
BESC-133-Co3_19_46,nmdc:bsm-11-g9w69290,SRX21791484,nmdc:dgms-12-54w9dz30;nmdc:dgms-12-t6t3vf76;nmdc:dgms-12-t2k2b931;nmdc:dgms-12-g7ma0b77,6.64,3.1565,2.1515,1.696,0.11,yes,from_supp_table1,Gp0566767,yes,4,ready,yes,yes,nmdc_bsm-11-g9w69290
BESC-133-CL1_28_16,nmdc:bsm-11-ehqk1b45,SRX21791485,nmdc:dgms-12-ga2zvn11;nmdc:dgms-12-75cst942;nmdc:dgms-12-c3n77r51;nmdc:dgms-12-nt5ktz82,5.07,10.599,27.6905,5.444,0.419,yes,from_supp_table1,Gp0566762,yes,4,ready,yes,yes,nmdc_bsm-11-ehqk1b45
BESC-234-CL1_24_28,nmdc:bsm-11-b3d5yg81,SRX21791486,nmdc:dgms-12-2bgqsj28;nmdc:dgms-12-g1zgv934;nmdc:dgms-12-wj14yx67;nmdc:dgms-12-tfgptm63,5.82,8.712,29.8005,4.394,0.324,yes,from_supp_table1,Gp0566770,yes,4,ready,yes,yes,nmdc_bsm-11-b3d5yg81
BESC-234-CL2_65_22,nmdc:bsm-11-aztxt406,SRX21791487,nmdc:dgms-12-m115dq67;nmdc:dgms-12-tq10r597;nmdc:dgms-12-tgvq0t45;nmdc:dgms-12-x3x38m82,5.41,14.5245,20.401,8.492,0.598,yes,from_supp_table1,Gp0566771,yes,4,ready,yes,yes,nmdc_bsm-11-aztxt406
BESC-133-CL3_93_10,nmdc:bsm-11-zpf4n944,SRX21791489,nmdc:dgms-12-vaj81824;nmdc:dgms-12-cmcfdc42;nmdc:dgms-12-rya9fa30;nmdc:dgms-12-h7fjyr60,6.13,7.2585,24.361,3.729,0.275,yes,from_supp_table1,Gp0566764,yes,4,ready,yes,yes,nmdc_bsm-11-zpf4n944
BESC-133-Co2_50_25,nmdc:bsm-11-ad739z23,SRX21791490,nmdc:dgms-12-dz3akx32;nmdc:dgms-12-skpng327;nmdc:dgms-12-qgzby064;nmdc:dgms-12-ng5b7c44,7.18,2.998,0.318,1.058,0.081,yes,from_supp_table1,Gp0566766,yes,4,ready,yes,yes,nmdc_bsm-11-ad739z23
BESC-845-CL2_37_16,nmdc:bsm-11-adwwk217,SRX21791491,nmdc:dgms-12-6qhtms57;nmdc:dgms-12-bbmgnx37;nmdc:dgms-12-phgzw741;nmdc:dgms-12-aymr2207,5.2,15.8165,12.808,6.143,0.481,yes,from_supp_table1,Gp0566816,yes,4,ready,yes,yes,nmdc_bsm-11-adwwk217
BESC-234-Co2_52_27,nmdc:bsm-11-d1h1d248,SRX21791492,nmdc:dgms-12-z6t9pd08;nmdc:dgms-12-kmt6rs39;nmdc:dgms-12-5s4vxp42;nmdc:dgms-12-q3yzvp39,6.78,1.616,0.863,0.848,0.063,yes,from_supp_table1,Gp0566773,yes,4,ready,yes,yes,nmdc_bsm-11-d1h1d248
BESC-198-CL2_38_5,nmdc:bsm-11-kgkcxn39,SRX21791493,nmdc:dgms-12-3nzhfn65;nmdc:dgms-12-53cx2k43;nmdc:dgms-12-bknd2404;nmdc:dgms-12-pkbjg686,5.21,16.1475,20.049,8.886,0.633,yes,from_supp_table1,Gp0566768,yes,4,ready,yes,yes,nmdc_bsm-11-kgkcxn39
BESC-13-Co3_21_57,nmdc:bsm-11-f0st6436,SRX21791494,nmdc:dgms-12-d1pyrx12;nmdc:dgms-12-gysngy50;nmdc:dgms-12-zmd59407;nmdc:dgms-12-6xwwad51,6.64,3.519,0.2795,2.878,0.194,yes,from_supp_table1,Gp0566761,yes,4,ready,yes,yes,nmdc_bsm-11-f0st6436
BESC-845-CL3_80_19,nmdc:bsm-11-szd4fj93,SRX21791495,nmdc:dgms-12-hm7fqm79;nmdc:dgms-12-fknj9013;nmdc:dgms-12-bkj4eq91;nmdc:dgms-12-aycy4x76,5.47,8.6505,11.5955,3.941,0.329,yes,from_supp_table1,Gp0566817,yes,4,ready,yes,yes,nmdc_bsm-11-szd4fj93
BESC-133-Co1_27_3,nmdc:bsm-11-h49t7j41,SRX21791943,nmdc:dgms-12-jwctr139;nmdc:dgms-12-j1hxbg57;nmdc:dgms-12-7v2aa771;nmdc:dgms-12-r7s5md55,7.07,4.1305,0.516,2.293,0.323,yes,from_supp_table1,Gp0566765,yes,4,ready,yes,yes,nmdc_bsm-11-h49t7j41
BESC-13-CL3_85_26,nmdc:bsm-11-k3zdem68,SRX21792391,nmdc:dgms-12-db32f607;nmdc:dgms-12-e848h333;nmdc:dgms-12-4a4drz20;nmdc:dgms-12-7vdvjr02,5.34,7.472,15.6745,3.496,0.311,yes,from_supp_table1,Gp0566758,yes,4,ready,yes,yes,nmdc_bsm-11-k3zdem68
BESC-13-Co1_30_3,nmdc:bsm-11-97dgrv19,SRX21792398,nmdc:dgms-12-462ta673;nmdc:dgms-12-2nv7y959;nmdc:dgms-12-3r8jyc07;nmdc:dgms-12-jfnpve13,6.57,5.0705,3.004,1.552,0.328,yes,from_supp_table1,Gp0566759,yes,4,ready,yes,yes,nmdc_bsm-11-97dgrv19
BESC-258-CL2_67_23,nmdc:bsm-11-8ah8pz02,SRX21792408,nmdc:dgms-12-k9m0m471;nmdc:dgms-12-ed302m52;nmdc:dgms-12-38rq2163;nmdc:dgms-12-0e1thh19,5.3,16.277,12.6325,6.579,0.501,yes,from_supp_table1,Gp0566776,yes,4,ready,yes,yes,nmdc_bsm-11-8ah8pz02
BESC-307-CL1_26_33,nmdc:bsm-11-5snc2s56,SRX21792409,nmdc:dgms-12-zwwepk56;nmdc:dgms-12-2ex44683;nmdc:dgms-12-bs4et404;nmdc:dgms-12-2va5ap74,5.94,31.937,12.513,3.442,0.303,yes,from_supp_table1,Gp0566779,yes,4,ready,yes,yes,nmdc_bsm-11-5snc2s56
BESC-234-Co3_21_62,nmdc:bsm-11-da01b330,SRX21792413,nmdc:dgms-12-9rmh9092;nmdc:dgms-12-mncy9r27;nmdc:dgms-12-zw613e97;nmdc:dgms-12-1axmj596,7.02,4.1675,1.459,3.397,0.2,yes,from_supp_table1,Gp0566774,yes,4,ready,yes,yes,nmdc_bsm-11-da01b330
BESC-285-CL1_33_12,nmdc:bsm-11-18btad96,SRX21792777,nmdc:dgms-12-sr5g9b89;nmdc:dgms-12-c5w4rs20;nmdc:dgms-12-z3fjtw06;nmdc:dgms-12-pnjhy331,4.88,16.687,8.8145,7.308,0.545,yes,from_supp_table1,Gp0566777,yes,4,ready,yes,yes,nmdc_bsm-11-18btad96
BESC-307-CL2_57_8,nmdc:bsm-11-vc1cgz17,SRX21792779,nmdc:dgms-12-caeh8h83;nmdc:dgms-12-ghqzng58;nmdc:dgms-12-z3cv8b68;nmdc:dgms-12-6e3s6c38,5.14,9.5985,14.7365,7.064,0.492,yes,from_supp_table1,Gp0566780,yes,4,ready,yes,yes,nmdc_bsm-11-vc1cgz17
BESC-307-Co3_27_41,nmdc:bsm-11-rtchk112,SRX21792781,nmdc:dgms-12-55qx3e35;nmdc:dgms-12-nk4xkn12;nmdc:dgms-12-cpjbxj06;nmdc:dgms-12-b96eqs43,6.62,3.956,1.6095,2.502,0.17,yes,from_supp_table1,Gp0566783,yes,4,ready,yes,yes,nmdc_bsm-11-rtchk112
BESC-285-CL2_56_7,nmdc:bsm-11-2a37n046,SRX21792784,nmdc:dgms-12-ta2qk258;nmdc:dgms-12-bhsqzw48;nmdc:dgms-12-m5v3nr79;nmdc:dgms-12-can4ty24,4.96,13.4125,21.445,8.351,0.581,yes,from_supp_table1,Gp0566778,yes,4,ready,yes,yes,nmdc_bsm-11-2a37n046
BESC-307-Co2_62_14,nmdc:bsm-11-arjq1c41,SRX21792787,nmdc:dgms-12-k6dz2q82;nmdc:dgms-12-4rp76x51;nmdc:dgms-12-kdyyzt86;nmdc:dgms-12-3e44k227,6.18,5.292,0.345,1.348,0.254,yes,from_supp_table1,Gp0566782,yes,4,ready,yes,yes,nmdc_bsm-11-arjq1c41
